"Estimated Resident Population by Age and Sex (1991+) (Qrtly-Mar/Jun/Sep/Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","As at","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","0 Years","1 Years","2 Years","3 Years","4 Years","5 Years","6 Years","7 Years","8 Years","9 Years","10 Years","11 Years","12 Years","13 Years","14 Years","15 Years","16 Years","17 Years","18 Years","19 Years","20 Years","21 Years","22 Years","23 Years","24 Years","25 Years","26 Years","27 Years","28 Years","29 Years","30 Years","31 Years","32 Years","33 Years","34 Years","35 Years","36 Years","37 Years","38 Years","39 Years","40 Years","41 Years","42 Years","43 Years","44 Years","45 Years","46 Years","47 Years","48 Years","49 Years","50 Years","51 Years","52 Years","53 Years","54 Years","55 Years","56 Years","57 Years","58 Years","59 Years","60 Years","61 Years","62 Years","63 Years","64 Years","65 Years","66 Years","67 Years","68 Years","69 Years","70 Years","71 Years","72 Years","73 Years","74 Years","75 Years","76 Years","77 Years","78 Years","79 Years","80 Years","81 Years","82 Years","83 Years","84 Years","85 Years","86 Years","87 Years","88 Years","89 Years","90 Years","91 Years","92 Years","93 Years","94 Years","0-4 Years","5-9 Years","10-14 Years","15-19 Years","20-24 Years","25-29 Years","30-34 Years","35-39 Years","40-44 Years","45-49 Years","50-54 Years","55-59 Years","60-64 Years","65-69 Years","70-74 Years","75-79 Years","80-84 Years","85-89 Years","Under 15 Years","Under 16 Years","Under 18 Years","Under 20 Years","15-39 Years","15-49 Years","15-59 Years","40-64 Years","15-64 Years","15 Years and Over","16 Years and Over","18 Years and Over","20 Years and Over","90-94 Years","60 Years and Over","65 Years and Over","75 Years and Over","80 Years and Over","85 Years and Over","90 Years and Over","95 Years and Over","Median Age (Years)","Total All Ages"
"1995Q2",57960,57860,59160,60240,61780,60380,58380,57580,54380,54310,53580,53050,52250,52530,54090,53550,53400,52330,54480,54540,56010,57340,57250,58180,58090,56320,56400,55640,55420,55370,57100,60110,61260,62060,61090,59590,59070,56190,55690,54640,53190,52530,50650,50220,49620,49960,49360,49550,49740,41940,40110,38280,34710,38200,37760,35040,32030,30750,29880,28580,27620,27500,27660,27710,28770,28040,27440,27240,26270,25650,25280,23430,22630,22330,20790,19810,16230,15530,15600,14190,13490,12390,11090,9850,8290,7280,6320,5130,4280,3620,2810,2260,1710,1290,1010,297000,285030,265500,268300,286880,279150,301610,285180,256220,240540,189050,156290,139270,134640,114450,81350,55120,26630,847500,901100,1006800,1115800,1421100,1917900,2263200,981400,2402500,2825900,2772300,2666600,2557600,9070,562700,423400,174300,93000,37800,11210,2140,32.6,3673400
"1995Q3",57890,57750,59220,59910,61650,61010,58990,58250,55430,54600,53950,53200,52730,52430,54240,53590,54040,52460,54150,54460,55810,56800,56870,57980,58410,56290,56770,55860,55720,55530,57110,59420,61590,61960,61780,60180,59360,57010,56000,55320,53850,53050,50960,50740,49920,49950,49430,49740,50160,43470,41020,38290,35200,37660,37710,35950,32660,31180,29980,29040,27400,27670,27370,27620,28600,28110,27500,27080,26390,25760,25040,23700,22590,22330,20810,20930,15670,15620,15250,14540,13150,12570,11120,10000,8280,7230,6390,5250,4290,3580,2800,2210,1730,1270,1030,296430,288280,266560,268700,285870,280170,301860,287870,258530,242740,189890,158810,138650,134840,114470,82010,55110,26750,851300,904900,1011400,1120000,1424500,1925700,2274400,988600,2413100,2837400,2783800,2677300,2568700,9040,562900,424300,175000,93000,37900,11110,2070,32.7,3688600
"1995Q4",57640,57910,59320,59590,61600,61500,59850,58530,56580,54640,54300,53540,53020,52920,53560,54060,54040,52720,53190,54940,54950,56600,56770,57640,58360,57040,57270,56720,55970,56170,56890,59260,61910,62320,62140,61190,59440,58070,56240,56090,54120,53450,51380,51210,49790,50260,49520,50060,49720,46210,41650,38570,35870,36890,37560,36670,33480,31410,30260,29440,27490,27830,27130,27630,28020,28310,27450,27280,26100,26000,25020,23970,22780,22040,20980,20870,16460,15810,15000,14750,13010,12730,11100,10140,8390,7440,6310,5470,4230,3660,2850,2240,1770,1280,990,296060,291100,267340,268950,284310,283180,302510,291030,259960,245770,190550,161240,138090,135140,114790,82900,55370,27120,854500,908600,1015300,1123500,1430000,1935700,2287500,995600,2425600,2852200,2798100,2691400,2583200,9130,564700,426600,176700,93800,38400,11280,2150,32.7,3706700
"1996Q1",57650,58330,58890,59210,61730,62140,60440,58760,57790,54720,54660,53900,53310,53020,53330,54780,54480,53360,52880,55230,54640,56380,56660,57060,58020,57480,57100,57180,56040,56600,57180,58630,61390,62870,62720,61580,60080,58660,56960,56090,55010,53590,52200,51280,50260,50140,49850,49860,49620,48520,42000,39000,37140,35560,38000,37410,33620,31850,30390,29490,28000,27560,27080,27570,27500,28450,27590,26980,26190,26010,25120,24190,22810,21830,21420,20440,17670,15650,14800,14900,13060,12790,11130,10220,8770,7420,6350,5510,4370,3680,2970,2270,1810,1330,980,295810,293850,268220,270730,282760,284400,302780,293380,262330,247990,191700,162760,137720,135230,115380,83460,55970,27330,857900,912600,1020500,1128600,1434000,1944400,2298800,1002500,2436500,2865500,2810700,2702900,2594800,9360,566700,428900,178300,94900,38900,11570,2210,32.8,3723400
"1996Q2",57260,58340,58440,59810,60860,62450,61050,59060,58250,55030,54920,54240,53700,52940,53200,54870,54310,54100,52800,54750,54580,55570,56380,56290,57510,57810,56560,57090,56670,56740,56900,58400,61170,62410,63150,62190,60480,59820,56920,56420,55430,53840,53070,51180,50690,50010,50280,49570,49750,49840,41980,40100,38200,34590,38060,37560,34880,31840,30570,29610,28310,27340,27170,27320,27320,28290,27510,26900,26690,25650,25000,24570,22710,21860,21550,19910,18960,15420,14720,14740,13290,12600,11440,10140,8940,7450,6430,5530,4470,3630,3020,2280,1830,1350,1000,294700,295840,269000,270830,280320,284860,302030,295830,264200,249450,192930,164460,137460,135030,115680,83750,56420,27510,859500,914400,1022800,1130400,1433900,1947500,2304900,1008500,2442400,2872500,2817600,2709200,2601600,9470,567500,430100,179400,95600,39200,11680,2210,32.9,3732000
"1996Q3",57060,58190,58270,59810,60500,62270,61660,59620,58860,56090,55230,54540,53810,53350,53110,54980,54320,54550,52890,54330,54490,55340,55870,55920,57280,58110,56500,57440,56860,56980,57080,58380,60440,62720,63050,62850,61040,60050,57720,56730,56090,54510,53500,51390,51140,50300,50240,49620,49910,50250,43500,40960,38240,35130,37520,37610,35790,32480,31030,29740,28780,27150,27370,27050,27240,28150,27610,26980,26510,25760,25100,24360,23010,21830,21490,20000,20020,14880,14820,14390,13620,12250,11650,10140,9040,7420,6420,5570,4540,3650,2980,2290,1770,1340,980,293830,298500,270040,271050,278900,285890,301680,298390,266630,250320,195350,166650,137590,135020,115790,84110,56710,27590,862400,917300,1026200,1133400,1435900,1952900,2314900,1016500,2452400,2883200,2828200,2719400,2612100,9360,568300,430800,179900,95800,39100,11540,2180,33.0,3745600
"1996Q4",57270,57910,58340,59830,60170,62170,62120,60410,59080,57180,55290,54860,54080,53520,53550,54220,54690,54450,53040,53330,54930,54470,55790,55880,57040,58110,57290,57960,57730,57120,57630,58180,60260,62830,63290,63050,61980,60050,58710,56850,56710,54760,53860,51690,51590,50130,50530,49690,50170,49850,46280,41630,38530,35810,36780,37500,36520,33340,31270,30070,29190,27290,27610,26810,27260,27620,27850,26920,26730,25510,25330,24340,23330,22020,21230,20190,19990,15680,14960,14180,13830,12140,11800,10130,9230,7480,6640,5510,4710,3610,3060,2350,1790,1380,1000,293520,300960,271300,269740,278110,288200,302190,300650,268620,250360,199030,168700,138160,134640,116250,84990,57130,27950,865800,920000,1029100,1135500,1438900,1957900,2325600,1024900,2463800,2896500,2842300,2733200,2626800,9590,570900,432800,181900,96900,39800,11800,2220,33.1,3762300
"1997Q1",56520,57870,58710,59280,59670,62180,62740,60940,59290,58320,55380,55220,54430,53730,53630,53960,55390,54840,53470,53080,55100,54020,55350,55670,56200,57650,57590,57690,58140,57190,57860,58350,59580,62240,63780,63460,62300,60590,59250,57520,56640,55560,53940,52470,51630,50590,50390,50010,49930,49730,48570,41990,38940,37080,35460,37920,37310,33540,31720,30230,29300,27830,27390,26800,27240,27140,28030,27070,26440,25630,25350,24450,23570,22080,21070,20580,19600,16860,14860,13990,13990,12220,11840,10220,9260,7860,6620,5590,4760,3730,3080,2440,1840,1390,1030,292040,303470,272390,270740,276350,288260,301820,303120,270230,250650,202030,170720,138570,134290,116520,85880,57520,28560,867900,921900,1032100,1138600,1440300,1961200,2333900,1032200,2472500,2907300,2853300,2743100,2636600,9780,573400,434800,184000,98100,40600,12060,2280,33.1,3775200
"1997Q2",56960,57410,58670,58810,60240,61240,62920,61570,59550,58700,55730,55460,54730,54110,53410,53800,55370,54660,54250,52780,54550,53840,54470,55230,55320,56940,57810,57000,57910,57740,57970,57950,59210,61930,63220,63820,62780,60950,60330,57400,56850,55900,54140,53250,51430,50940,50190,50390,49630,49790,49860,41990,39990,38150,34520,37970,37500,34770,31740,30450,29440,28180,27230,26950,27050,26970,27850,27050,26340,26140,25010,24340,23920,22050,21130,20750,19120,18150,14670,13930,13860,12400,11660,10540,9200,8060,6630,5710,4810,3800,3050,2490,1840,1420,1070,292080,303970,273430,270860,273410,287390,300280,305280,271570,250950,204520,172430,138850,134350,116440,86620,57650,29010,869500,923300,1033300,1140300,1437200,1959700,2336700,1038300,2475600,2911800,2858000,2748000,2641000,9870,575100,436300,185500,98900,41200,12190,2320,33.2,3781300
"1997Q3",57020,57200,58490,58570,60150,60830,62640,62170,60020,59260,56620,55710,54980,54130,53700,53600,55440,54640,54670,52860,54040,53810,54220,54680,54860,56540,57950,56860,58120,57840,58070,58110,59070,61140,63330,63710,63330,61480,60420,58160,57090,56340,54710,53650,51560,51310,50420,50310,49620,49840,50280,43530,40870,38190,35000,37440,37500,35690,32420,30900,29580,28660,27030,27200,26770,26860,27710,27150,26410,25960,25140,24430,23640,22360,21070,20690,19230,19210,14200,14020,13500,12710,11360,10740,9150,8170,6620,5690,4850,3840,3070,2480,1830,1420,1070,291440,304930,275140,271220,271610,287300,299720,307100,273350,251500,207870,173950,139230,134090,116650,87350,57460,29180,871500,925100,1035200,1142700,1436900,1961800,2343600,1045900,2482800,2919800,2866200,2756100,2648600,9870,576200,436900,186200,98800,41400,12210,2340,33.3,3791300
"1997Q4",57140,57340,58100,58590,60060,60410,62380,62540,60770,59370,57570,55750,55200,54400,53750,53940,54580,54930,54520,52990,53100,54200,53300,54540,54810,56220,57720,57300,58310,58400,57960,58470,58730,60820,63260,63830,63420,62300,60230,59050,57180,56930,54920,53940,51740,51720,50200,50540,49650,50070,49800,46260,41500,38500,35680,36640,37400,36420,33260,31190,29920,29060,27150,27440,26550,26900,27170,27400,26370,26150,24920,24620,23630,22630,21310,20430,19380,19190,14980,14170,13260,12880,11290,10830,9190,8310,6690,5880,4810,4010,2970,2560,1890,1430,1080,291220,305470,276670,270960,269960,287950,299240,308820,274710,252180,211740,174900,140130,134000,117120,88150,57440,29690,873400,927300,1036800,1144300,1436900,1963800,2350500,1053700,2490600,2929300,2875400,2765900,2658400,9930,578900,438700,187600,99500,42000,12330,2390,33.4,3802700
"1998Q1",57750,56540,58020,58900,59520,59860,62330,63040,61220,59540,58620,55800,55490,54710,53850,53900,54280,55400,54550,53320,52680,54180,52670,53970,54440,55360,57250,57460,57960,58710,57900,58580,58780,60010,62500,64130,63770,62580,60760,59420,57800,56780,55670,53970,52410,51620,50580,50330,49890,49810,49600,48520,41850,38870,36980,35280,37790,37190,33460,31630,30130,29150,27680,27250,26540,26930,26730,27520,26530,25820,25030,24690,23730,22840,21370,20300,19750,18840,16130,14060,13110,13020,11380,10880,9300,8320,7020,5840,4870,4080,3080,2580,1970,1460,1080,290720,305990,278460,271440,267950,286730,297770,310660,276620,252240,215820,175360,140750,133530,117660,89080,57700,30130,875200,929100,1038700,1146600,1434500,1963400,2354600,1060800,2495300,2936100,2882200,2772500,2664600,10170,581500,440700,189500,100500,42800,12630,2460,33.5,3811200
"1998Q2",57640,56970,57520,58820,59000,60390,61370,63100,61860,59780,58910,56120,55700,54930,54240,53630,54060,55420,54390,53880,52380,53520,52400,52910,53840,54350,56480,57590,57290,58370,58330,58550,58340,59540,62150,63470,64140,63030,61100,60400,57640,56990,55960,54150,53170,51400,50920,50140,50290,49500,49640,49760,41890,39880,38110,34340,37890,37390,34690,31660,30390,29330,28060,27070,26730,26770,26600,27400,26540,25740,25540,24360,23630,23190,21350,20350,19890,18350,17330,13900,13100,12870,11570,10750,9610,8280,7240,5820,4970,4110,3200,2540,2040,1460,1110,289950,306500,279890,271390,265050,284080,296910,312130,277910,252240,219280,175960,141580,133050,118070,89820,57900,30430,876300,930000,1039500,1147700,1429600,1959700,2355000,1067000,2496500,2938700,2885100,2775600,2667300,10350,583700,442200,191000,101200,43300,12880,2530,33.6,3815000
"1998Q3",57290,56990,57200,58570,58690,60240,60910,62730,62380,60200,59400,56940,55920,55140,54230,53840,53910,55410,54350,54170,52410,52960,52270,52500,53130,53770,55820,57580,57010,58500,58270,58390,58390,59260,61230,63440,63960,63500,61560,60400,58250,57200,56360,54700,53510,51430,51220,50330,50190,49460,49660,50110,43400,40730,38120,34810,37310,37410,35570,32350,30810,29460,28570,26940,26990,26530,26480,27290,26690,25850,25350,24510,23780,22940,21680,20320,19860,18460,18350,13490,13200,12570,11830,10520,9830,8280,7360,5820,4990,4180,3280,2550,2040,1470,1140,288740,306470,281630,271680,263270,282690,295550,312870,280020,252640,222020,177450,142780,132850,118250,90480,57950,30630,876800,930700,1040000,1148500,1426100,1958700,2358200,1074900,2501000,2944100,2890300,2781000,2672400,10470,585900,443200,192100,101600,43600,13020,2540,33.7,3821000
"1998Q4",56390,57070,57270,58100,58600,60080,60440,62430,62710,60870,59470,57790,56010,55290,54460,53820,54140,54600,54720,54060,52540,52200,52600,51690,53070,53600,55490,57260,57280,58560,58640,58170,58650,58800,60920,63210,64020,63510,62330,60210,59010,57230,56870,54880,53820,51540,51600,50120,50410,49440,49890,49610,46110,41340,38430,35530,36460,37320,36300,33140,31080,29850,28910,27060,27260,26290,26550,26810,26990,25800,25540,24320,23960,22940,21950,20540,19600,18580,18350,14210,13340,12430,11930,10490,9930,8320,7480,5950,5140,4160,3400,2490,2100,1530,1150,287420,306530,283030,271340,262110,282200,295170,313280,281810,253130,225380,178750,144160,132440,118710,91270,58120,31050,877000,930800,1039500,1148300,1424100,1959000,2363200,1083200,2507300,2952200,2898400,2789600,2680900,10680,589000,444900,193700,102400,44300,13280,2590,33.8,3829200
"1999Q1",55700,57620,56390,57920,58820,59490,59820,62270,63110,61280,59570,58710,56030,55560,54830,53870,54180,54270,55020,54180,52790,51690,52400,50880,52380,53080,54480,56670,57340,58160,58840,57990,58660,58790,60000,62420,64220,63750,62580,60680,59330,57710,56670,55570,53790,52180,51430,50450,50160,49670,49560,49370,48340,41730,38780,36830,35080,37660,37080,33360,31490,30060,29000,27560,27100,26280,26630,26370,27110,26000,25210,24430,23990,23060,22130,20610,19490,18930,17960,15290,13250,12270,12100,10530,10000,8450,7460,6230,5090,4210,3460,2560,2130,1600,1180,286450,305970,284700,271510,260130,279730,294280,313640,283070,253890,227770,180010,145190,132380,118820,92280,58140,31440,877100,931000,1039400,1148600,1419300,1956300,2364000,1089900,2509200,2955900,2902000,2793600,2684400,10910,591800,446600,195400,103200,45000,13570,2660,33.9,3833000
"1999Q2",55470,57420,56810,57370,58720,58920,60310,61310,63070,61940,59810,58930,56380,55810,55020,54340,53900,54190,55090,53920,53290,51380,51770,50450,51340,52520,53490,55910,57500,57430,58540,58430,58550,58380,59490,62060,63500,64110,63030,61020,60300,57540,56810,55810,54020,52920,51180,50730,49930,50040,49230,49370,49530,41710,39710,37980,34110,37720,37240,34510,31530,30290,29170,27880,26940,26450,26470,26210,27020,26050,25140,24870,23700,22940,22410,20590,19520,19070,17510,16430,13100,12270,11980,10690,9910,8700,7380,6440,5070,4310,3460,2650,2080,1650,1170,285790,305560,285960,271430,258240,276860,293390,313730,284480,254810,229540,181560,145810,132190,119060,93130,57950,31900,877300,931600,1039700,1148700,1413600,1952900,2364000,1096200,2509900,2957800,2903500,2795400,2686400,11000,593800,447900,196700,103600,45600,13700,2700,34.0,3835100
"1999Q3",55490,57130,56850,57040,58470,58610,60140,60840,62720,62440,60180,59390,57130,56050,55240,54370,54200,54120,55250,53950,53590,51480,51320,50370,50890,51840,52890,55300,57500,57250,58690,58410,58440,58490,59240,61270,63460,63990,63440,61490,60320,58110,57070,56170,54510,53330,51160,50990,50110,49970,49170,49360,49850,43230,40520,38000,34580,37130,37300,35410,32230,30650,29310,28370,26770,26710,26180,26090,26840,26210,25240,24700,23800,23090,22150,20940,19460,18990,17630,17370,12690,12340,11700,10880,9680,8890,7340,6510,5060,4340,3460,2660,2050,1640,1160,284980,304750,288010,271890,257650,274790,293260,313660,286170,255570,232140,182420,147340,132030,118990,94390,57290,32140,877700,932100,1040400,1149600,1411200,1953000,2367500,1103600,2514900,2963300,2909000,2800700,2691500,10960,595800,448500,197400,103100,45800,13640,2670,34.1,3841100
"1999Q4",55960,56240,56950,57130,58000,58540,60030,60360,62390,62820,60860,59450,57890,56220,55370,54620,54130,54510,54560,54340,53530,51680,50800,50830,50130,51910,52900,55100,57340,57580,58680,58800,58200,58760,58830,61010,63200,64040,63480,62280,60140,58890,57100,56670,54700,53620,51230,51340,49920,50200,49190,49610,49330,45900,41110,38300,35340,36240,37190,36150,32990,30910,29670,28730,26870,27030,25910,26170,26380,26490,25250,24910,23640,23250,22160,21190,19670,18740,17760,17380,13400,12470,11500,11010,9620,9010,7410,6590,5140,4460,3430,2780,2020,1640,1210,284290,304130,289790,272170,256970,274840,293280,314020,287500,256310,235140,183220,149170,131980,119210,94730,58000,32610,878200,932800,1041500,1150400,1411300,1955100,2373400,1111300,2522600,2972900,2918300,2809700,2700800,11100,599500,450300,199100,104400,46400,13800,2700,34.2,3851100
"2000Q1",56760,55510,57450,56280,57850,58730,59440,59740,62180,63190,61290,59570,58800,56240,55680,55080,54310,54690,54230,54870,53660,51880,50280,50600,49300,51070,52420,54120,56820,57730,58420,58920,58030,58740,58850,60080,62430,64170,63680,62560,60600,59200,57520,56470,55370,53560,51880,51100,50250,49880,49400,49240,49070,48140,41470,38580,36640,34870,37440,36890,33200,31290,29890,28820,27370,26880,25920,26240,25920,26590,25450,24580,23790,23290,22320,21400,19790,18640,18070,17030,14420,12450,11370,11130,9640,9050,7540,6600,5420,4380,3530,2830,2080,1680,1260,283860,303290,291580,273180,255720,272150,292960,312920,289160,256670,237320,184420,150570,131550,119440,94930,59010,33000,878700,933800,1042800,1151900,1406900,1952800,2374500,1118100,2525100,2977200,2922100,2813100,2704000,11380,602700,452100,201100,106200,47200,14170,2780,34.2,3855900
"2000Q2",56840,55300,57290,56670,57310,58640,58870,60240,61210,63060,61990,59800,58950,56600,55960,55230,54790,54440,54320,54860,53520,52250,49880,49930,48740,50020,51770,53190,56080,57960,57780,58580,58400,58630,58370,59510,62090,63430,63980,62930,60910,60160,57350,56620,55620,53770,52630,50810,50500,49640,49760,48940,49080,49310,41510,39460,37810,33880,37540,37070,34320,31340,30110,29020,27710,26730,26100,26080,25750,26470,25510,24530,24220,23050,22220,21680,19810,18680,18200,16680,15490,12300,11350,11020,9800,8970,7830,6510,5620,4340,3660,2860,2170,1660,1300,283420,302020,293310,273640,254330,269020,291750,311940,290660,257350,238590,185760,152500,131130,119520,95050,59960,33280,878700,934000,1043200,1152400,1400700,1948700,2373000,1124900,2525500,2979000,2923800,2814500,2705400,11640,606000,453500,202800,107800,47800,14510,2870,34.3,3857700
"2000Q3",56860,55300,56970,56730,56990,58410,58540,60070,60760,62650,62510,60200,59420,57330,56230,55530,54900,54790,54540,55030,53570,52590,50010,49440,48620,49450,50980,52540,55430,57930,57710,58780,58260,58470,58540,59200,61230,63410,63890,63320,61400,60160,57890,56940,55970,54280,53050,50820,50690,49850,49690,48900,49080,49580,43050,40280,37800,34380,36960,37120,35210,32050,30470,29160,28240,26600,26410,25840,25650,26330,25720,24660,24080,23130,22400,21430,20250,18640,18130,16790,16430,11950,11480,10810,10030,8820,8010,6560,5730,4330,3720,2880,2190,1680,1290,282840,300420,295690,274790,254230,266310,291750,311050,292360,258680,240290,186530,155120,130820,119970,95230,60690,33450,879000,934500,1044200,1153700,1398100,1949200,2376000,1133000,2531100,2985900,2930400,2820700,2711200,11770,610000,454800,204000,108800,48100,14660,2890,34.4,3864900
"2000Q4",56760,55740,56020,56810,57030,57920,58370,59950,60230,62240,62840,60880,59460,57990,56380,55540,55020,54650,55000,54550,54090,52740,50310,49050,49100,48750,50830,52310,55090,57570,57850,58770,58620,58130,58830,58810,60980,62950,63890,63280,62140,59960,58680,56940,56440,54430,53280,50850,50990,49660,49860,48820,49310,49100,45690,40890,38120,35140,36030,36980,35990,32790,30740,29540,28560,26730,26810,25600,25740,25910,26000,24660,24300,23000,22540,21430,20500,18860,17880,16840,16430,12630,11640,10610,10150,8800,8120,6610,5790,4450,3810,2840,2290,1650,1320,282360,298710,297540,274750,255290,264550,292190,309910,294180,259220,242780,187150,157610,130770,120490,95510,61460,33760,878600,934100,1043800,1153400,1396700,1950100,2380000,1140900,2537600,2994500,2938900,2829300,2719700,11900,614500,456900,205600,110100,48600,14870,2970,34.5,3873100
"2001Q1",56340,56420,55220,57270,56100,57680,58530,59260,59570,61940,63130,61260,59590,58870,56430,55870,55500,54820,55300,54790,54680,52920,50500,48640,48730,47860,49990,51740,54010,57110,57910,58470,58750,57910,58710,58760,59990,62170,63910,63350,62370,60350,58970,57260,56230,55100,53190,51500,50750,49950,49550,49000,48890,48800,47900,41280,38410,36470,34670,37230,36700,33030,31050,29750,28650,27200,26700,25600,25850,25480,26070,24910,23990,23150,22570,21580,20680,18980,17800,17160,16160,13580,11630,10480,10300,8820,8180,6720,5840,4680,3740,2930,2320,1670,1320,281360,296990,299270,276270,255470,260710,291750,308180,295190,260490,244150,188050,159180,130830,120680,96200,62160,34230,877600,933500,1043800,1153900,1392400,1948100,2380300,1147100,2539400,2998600,2942700,2832400,2722300,11980,618300,459200,207700,111500,49300,15070,3090,34.6,3876200
"2001Q2",55820,56520,55010,57100,56540,57200,58440,58690,60090,61050,62970,62040,59820,59010,56900,56240,55620,55360,55310,55080,54940,52950,51060,48460,48220,47340,49070,51150,53150,56530,58330,57920,58440,58300,58650,58340,59510,61880,63210,63740,62750,60690,59930,57140,56380,55330,53450,52240,50500,50160,49300,49390,48540,48790,49070,41310,39290,37660,33680,37320,36880,34170,31140,29970,28830,27530,26530,25810,25720,25340,25970,24980,23900,23580,22340,21420,20940,19080,17850,17270,15810,14550,11520,10500,10140,8920,8080,6970,5710,4870,3690,3040,2310,1710,1290,281000,295470,300740,277620,255630,257240,291640,306680,296880,261680,245100,189260,160980,130930,120770,96550,62520,34560,877200,933500,1044400,1154800,1388800,1947400,2381700,1153900,2542700,3003300,2947000,2836000,2725600,12040,621500,460600,208900,112300,49800,15230,3180,34.7,3880500
"2001Q3",55480,56720,55140,56840,56670,57030,58380,58500,60100,60800,62700,62710,60290,59510,57620,56600,56140,55660,56010,55630,55490,53320,51740,49000,48180,47580,48800,50530,52660,56010,58490,57970,58800,58300,58560,58690,59330,61290,63350,63850,63250,61320,60010,57810,56840,55850,54080,52780,50560,50390,49550,49420,48550,48760,49340,42890,40130,37650,34240,36790,36890,35080,31880,30270,28950,28020,26370,26090,25480,25240,25790,25190,24020,23430,22420,21650,20640,19510,17770,17210,15900,15400,11160,10590,9920,9040,7930,7070,5670,4920,3670,3110,2310,1720,1280,280850,294810,302820,280050,257730,255580,292120,306490,299230,263670,245630,191690,163070,131200,120850,96780,62960,34630,878500,935100,1046900,1158500,1392000,1954900,2392200,1163300,2555300,3016900,2960300,2848500,2736800,12080,624700,461600,209600,112800,49800,15200,3120,34.7,3895400
"2001Q4",55520,56820,55820,56040,56870,57240,58200,58590,60160,60530,62450,63230,61120,59680,58320,56840,56250,55940,56100,56460,55370,54160,52360,49750,48440,48450,48550,50820,52710,55950,58500,58440,59010,58870,58460,59140,59230,61310,63180,64100,63390,62320,60040,58750,57000,56560,54450,53170,50750,50840,49450,49690,48600,49020,48930,45550,40820,38000,35030,35890,36810,35840,32630,30540,29330,28300,26460,26520,25220,25320,25410,25460,24050,23600,22310,21760,20650,19780,18020,17000,15940,15480,11750,10750,9700,9160,7870,7200,5730,4980,3740,3190,2260,1800,1260,281070,294720,304800,281590,260070,256470,293280,306950,301500,265780,245690,195290,165150,131820,120840,97210,63620,34940,880600,937400,1049600,1162200,1398400,1965600,2406600,1173400,2571800,3035600,2978800,2866600,2754000,12260,629000,463800,211200,114000,50300,15390,3130,34.8,3916200
"2002Q1",54990,56620,56800,55580,57530,56540,58280,59020,59770,60170,62470,63710,61770,60020,59340,57180,56900,56760,56650,57550,56070,55030,52940,50460,48540,48710,48070,50480,52480,55300,58510,58940,59160,59300,58560,59350,59520,60650,62750,64460,63850,62820,60740,59250,57530,56580,55310,53340,51550,50790,49880,49470,48920,48710,48730,47810,41240,38320,36380,34570,37100,36560,32910,30880,29570,28390,26920,26370,25280,25390,25030,25510,24290,23310,22490,21800,20810,19940,18170,16910,16230,15200,12660,10760,9570,9330,7850,7200,5810,5020,3920,3100,2400,1820,1290,281530,293780,307310,285040,263040,255030,294470,306730,304180,267560,245700,198320,167010,132350,120630,97620,64420,35210,882600,939800,1053500,1167700,1404300,1976100,2420100,1182800,2587100,3053100,2995900,2882200,2768000,12530,633000,466000,213000,115400,51000,15740,3210,34.8,3935700
"2002Q2",54850,56170,57060,55580,57480,57070,57930,59170,59380,60840,61770,63690,62680,60390,59500,57640,57220,56970,57320,57600,56690,55440,53090,51240,48590,48540,47940,49870,52180,54580,58160,59670,58780,59290,59170,59460,59240,60300,62690,63990,64430,63320,61260,60380,57570,56830,55710,53740,52440,50610,50180,49290,49410,48440,48760,49020,41300,39230,37560,33590,37220,36740,34010,30970,29760,28620,27230,26200,25460,25280,24900,25390,24390,23250,22890,21600,20690,20140,18240,16980,16330,14900,13570,10650,9590,9180,7980,7100,6020,4930,4090,3040,2480,1840,1320,281140,294400,308030,286760,265040,253100,295080,305670,306960,269330,246070,200700,168690,132790,120810,97650,65030,35200,883600,941200,1055400,1170300,1405700,1981900,2428700,1191800,2597400,3064900,3007200,2893100,2778100,12760,636200,467500,213900,116200,51200,16000,3240,34.8,3948500
