"theDate","Label1","Deaths","Population","percapita","standardpop","ASM"
2014-04-13,"30 to 59",10.6326530612245,1777714.28571429,5.98108095697295e-06,2090920,12.5059617945539
2014-04-14,"30 to 59",10.7551020408163,1777757.69230769,6.04981324921464e-06,2090920,12.6496755190479
2014-04-15,"30 to 59",10.8775510204082,1777801.0989011,6.11854218513637e-06,2090920,12.7933822257453
2014-04-16,"30 to 59",11,1777844.50549451,6.18726776498396e-06,2090920,12.9370819151603
2014-04-17,"30 to 59",10.7551020408163,1777887.91208791,6.04937013615542e-06,2090920,12.6487490050901
2014-04-18,"30 to 59",10.5102040816327,1777931.31868132,5.91147924061994e-06,2090920,12.360430173797
2014-04-19,"30 to 59",10.265306122449,1777974.72527473,5.77359507788438e-06,2090920,12.07212542025
2014-04-20,"30 to 59",10.0204081632653,1778018.13186813,5.63571764745562e-06,2090920,11.7838347434179
2014-04-21,"30 to 59",9.77551020408163,1778061.53846154,5.49784694884062e-06,2090920,11.4955581422698
2014-04-22,"30 to 59",9.53061224489796,1778104.94505495,5.35998298154638e-06,2090920,11.2072956157749
2014-04-23,"30 to 59",9.28571428571429,1778148.35164835,5.22212574507992e-06,2090920,10.9190471629025
2014-04-24,"30 to 59",9.08163265306123,1778191.75824176,5.10722907749891e-06,2090920,10.678807422724
2014-04-25,"30 to 59",8.87755102040816,1778235.16483516,4.99233801915681e-06,2090920,10.4385794110154
2014-04-26,"30 to 59",8.6734693877551,1778278.57142857,4.87745256964285e-06,2090920,10.1983631269176
2014-04-27,"30 to 59",8.46938775510204,1778321.97802198,4.76257272854633e-06,2090920,9.9581585695721
2014-04-28,"30 to 59",8.26530612244898,1778365.38461538,4.64769849545658e-06,2090920,9.71796573812007
2014-04-29,"30 to 59",8.06122448979592,1778408.79120879,4.53282986996295e-06,2090920,9.47778463170294
2014-04-30,"30 to 59",7.85714285714286,1778452.1978022,4.41796685165487e-06,2090920,9.2376152494622
2014-05-01,"30 to 59",8.04081632653061,1778495.6043956,4.5211336517546e-06,2090920,9.45332877512674
2014-05-02,"30 to 59",8.22448979591837,1778539.01098901,4.62429541612634e-06,2090920,9.6690317714869
2014-05-03,"30 to 59",8.40816326530612,1778582.41758242,4.72745214513878e-06,2090920,9.88472423931358
2014-05-04,"30 to 59",8.59183673469388,1778625.82417582,4.83060383916057e-06,2090920,10.1004061793776
2014-05-05,"30 to 59",8.77551020408163,1778669.23076923,4.93375049856034e-06,2090920,10.3160775924498
2014-05-06,"30 to 59",8.95918367346939,1778712.63736264,5.03689212370667e-06,2090920,10.5317384793007
2014-05-07,"30 to 59",9.14285714285714,1778756.04395604,5.14002871496811e-06,2090920,10.7473888407011
2014-05-08,"30 to 59",9.14285714285714,1778799.45054945,5.13990328703611e-06,2090920,10.7471265809295
2014-05-09,"30 to 59",9.14285714285714,1778842.85714286,5.13977786522539e-06,2090920,10.7468643339571
2014-05-10,"30 to 59",9.14285714285714,1778886.26373626,5.1396524495355e-06,2090920,10.7466020997828
2014-05-11,"30 to 59",9.14285714285714,1778929.67032967,5.139527039966e-06,2090920,10.7463398784057
2014-05-12,"30 to 59",9.14285714285714,1778973.07692308,5.13940163651644e-06,2090920,10.7460776698249
2014-05-13,"30 to 59",9.14285714285714,1779016.48351648,5.13927623918636e-06,2090920,10.7458154740396
2014-05-14,"30 to 59",9.14285714285714,1779059.89010989,5.13915084797533e-06,2090920,10.7455532910486
2014-05-15,"30 to 59",9.51020408163265,1779103.2967033,5.34550416451658e-06,2090920,11.177021567671
2014-05-16,"30 to 59",9.87755102040816,1779146.7032967,5.55184741207983e-06,2090920,11.608468790866
2014-05-17,"30 to 59",10.2448979591837,1779190.10989011,5.75818059140203e-06,2090920,12.0398949621743
2014-05-18,"30 to 59",10.6122448979592,1779233.51648352,5.96450370322006e-06,2090920,12.4713000831369
2014-05-19,"30 to 59",10.9795918367347,1779276.92307692,6.17081674827073e-06,2090920,12.9026841552942
2014-05-20,"30 to 59",11.3469387755102,1779320.32967033,6.37711972729079e-06,2090920,13.3340471801869
2014-05-21,"30 to 59",11.7142857142857,1779363.73626374,6.58341264101688e-06,2090920,13.765389159355
2014-05-22,"30 to 59",11.6938775510204,1779407.14285714,6.57178296600737e-06,2090920,13.7410724392841
2014-05-23,"30 to 59",11.6734693877551,1779450.54945055,6.56015385836914e-06,2090920,13.7167569055412
2014-05-24,"30 to 59",11.6530612244898,1779493.95604396,6.54852531806067e-06,2090920,13.6924425580394
2014-05-25,"30 to 59",11.6326530612245,1779537.36263736,6.53689734504047e-06,2090920,13.668129396692
2014-05-26,"30 to 59",11.6122448979592,1779580.76923077,6.525269939267e-06,2090920,13.6438174214122
2014-05-27,"30 to 59",11.5918367346939,1779624.17582418,6.51364310069877e-06,2090920,13.6195066321131
2014-05-28,"30 to 59",11.5714285714286,1779667.58241758,6.50201682929427e-06,2090920,13.595197028708
2014-05-29,"30 to 59",11.3265306122449,1779710.98901099,6.36425278159305e-06,2090920,13.3071434260885
2014-05-30,"30 to 59",11.0816326530612,1779754.3956044,6.22649545377184e-06,2090920,13.0191038742006
2014-05-31,"30 to 59",10.8367346938776,1779797.8021978,6.088744845339e-06,2090920,12.7310783720162
2014-06-01,"30 to 59",10.5918367346939,1779841.20879121,5.9510009558029e-06,2090920,12.4430669185074
2014-06-02,"30 to 59",10.3469387755102,1779884.61538462,5.81326378467198e-06,2090920,12.1550695126463
2014-06-03,"30 to 59",10.1020408163265,1779928.02197802,5.67553333145472e-06,2090920,11.8670861534053
2014-06-04,"30 to 59",9.85714285714286,1779971.42857143,5.53780959565964e-06,2090920,11.5791168397567
2014-06-05,"30 to 59",9.83673469387755,1780014.83516484,5.52620938856762e-06,2090920,11.5548617347438
2014-06-06,"30 to 59",9.81632653061225,1780058.24175824,5.51460974721604e-06,2090920,11.530607812649
2014-06-07,"30 to 59",9.79591836734694,1780101.64835165,5.50301067156352e-06,2090920,11.5063550733856
2014-06-08,"30 to 59",9.77551020408163,1780145.05494505,5.49141216156869e-06,2090920,11.4821035168672
2014-06-09,"30 to 59",9.75510204081633,1780188.46153846,5.47981421719015e-06,2090920,11.4578531430072
2014-06-10,"30 to 59",9.73469387755102,1780231.86813187,5.46821683838655e-06,2090920,11.4336039517192
2014-06-11,"30 to 59",9.71428571428571,1780275.27472527,5.4566200251165e-06,2090920,11.4093559429166
2014-06-12,"30 to 59",9.85714285714286,1780318.68131868,5.53672944095698e-06,2090920,11.5768583226858
2014-06-13,"30 to 59",10,1780362.08791209,5.61683495053945e-06,2090920,11.7443525347819
2014-06-14,"30 to 59",10.1428571428571,1780405.49450549,5.6969365541496e-06,2090920,11.9118385798025
2014-06-15,"30 to 59",10.2857142857143,1780448.9010989,5.77703425207311e-06,2090920,12.0793164583447
2014-06-16,"30 to 59",10.4285714285714,1780492.30769231,5.85712804459564e-06,2090920,12.2467861710059
2014-06-17,"30 to 59",10.5714285714286,1780535.71428571,5.93721793200281e-06,2090920,12.4142477183833
2014-06-18,"30 to 59",10.7142857142857,1780579.12087912,6.0173039145802e-06,2090920,12.581701101074
2014-06-19,"30 to 59",10.5918367346939,1780622.52747253,5.94838971835781e-06,2090920,12.4376070299087
2014-06-20,"30 to 59",10.469387755102,1780665.93406593,5.87947888192395e-06,2090920,12.2935199837924
2014-06-21,"30 to 59",10.3469387755102,1780709.34065934,5.81057140503293e-06,2090920,12.1494399622114
2014-06-22,"30 to 59",10.2244897959184,1780752.74725275,5.74166728743908e-06,2090920,12.0053669646521
2014-06-23,"30 to 59",10.1020408163265,1780796.15384615,5.67276652889675e-06,2090920,11.8613009906008
2014-06-24,"30 to 59",9.97959183673469,1780839.56043956,5.60386912916032e-06,2090920,11.7172420395439
2014-06-25,"30 to 59",9.85714285714286,1780882.96703297,5.5349750879842e-06,2090920,11.5731901109679
2014-06-26,"30 to 59",9.81632653061225,1780926.37362637,5.51192159090999e-06,2090920,11.5249870928655
2014-06-27,"30 to 59",9.77551020408163,1780969.78021978,5.4888692175761e-06,2090920,11.4767864244142
2014-06-28,"30 to 59",9.73469387755102,1781013.18681319,5.46581796790037e-06,2090920,11.4285881054422
2014-06-29,"30 to 59",9.69387755102041,1781056.59340659,5.44276784180064e-06,2090920,11.3803921357778
2014-06-30,"30 to 59",9.6530612244898,1781100,5.41971883919477e-06,2090920,11.3321985152491
2014-07-01,"30 to 59",9.61224489795918,1781172.17391304,5.39658379955606e-06,2090920,11.2838249981678
2014-07-02,"30 to 59",9.57142857142857,1781244.34782609,5.37345063472622e-06,2090920,11.2354554011617
2014-07-03,"30 to 59",9.57142857142857,1781316.52173913,5.37323291768709e-06,2090920,11.2350001722503
2014-07-04,"30 to 59",9.57142857142857,1781388.69565217,5.37301521828981e-06,2090920,11.2345449802265
2014-07-05,"30 to 59",9.57142857142857,1781460.86956522,5.37279753653223e-06,2090920,11.234089825086
2014-07-06,"30 to 59",9.57142857142857,1781533.04347826,5.37257987241221e-06,2090920,11.2336347068241
2014-07-07,"30 to 59",9.57142857142857,1781605.2173913,5.3723622259276e-06,2090920,11.2331796254365
2014-07-08,"30 to 59",9.57142857142857,1781677.39130435,5.37214459707626e-06,2090920,11.2327245809187
2014-07-09,"30 to 59",9.57142857142857,1781749.56521739,5.37192698585604e-06,2090920,11.2322695732661
2014-07-10,"30 to 59",9.65306122448979,1781821.73913043,5.41752354486408e-06,2090920,11.3276083304272
2014-07-11,"30 to 59",9.73469387755102,1781893.91304348,5.46311641018187e-06,2090920,11.4229393643775
2014-07-12,"30 to 59",9.81632653061224,1781966.08695652,5.50870558225823e-06,2090920,11.5182626760554
2014-07-13,"30 to 59",9.89795918367347,1782038.26086957,5.55429106154188e-06,2090920,11.6135782663992
2014-07-14,"30 to 59",9.97959183673469,1782110.43478261,5.5998728484815e-06,2090920,11.7088861363469
2014-07-15,"30 to 59",10.0612244897959,1782182.60869565,5.64545094352568e-06,2090920,11.8041862868367
2014-07-16,"30 to 59",10.1428571428571,1782254.7826087,5.69102534712292e-06,2090920,11.8994787188063
2014-07-17,"30 to 59",10.1836734693878,1782326.95652174,5.71369547664895e-06,2090920,11.9468801460348
2014-07-18,"30 to 59",10.2244897959184,1782399.13043478,5.73636377023158e-06,2090920,11.9942777344526
2014-07-19,"30 to 59",10.265306122449,1782471.30434783,5.75903022809384e-06,2090920,12.041671484526
2014-07-20,"30 to 59",10.3061224489796,1782543.47826087,5.78169485045869e-06,2090920,12.0890613967211
2014-07-21,"30 to 59",10.3469387755102,1782615.65217391,5.80435763754909e-06,2090920,12.1364474715041
2014-07-22,"30 to 59",10.3877551020408,1782687.82608696,5.82701858958794e-06,2090920,12.1838297093412
2014-07-23,"30 to 59",10.4285714285714,1782760,5.84967770679813e-06,2090920,12.2312081106983
2014-07-24,"30 to 59",10.2857142857143,1782832.17391304,5.76931156853576e-06,2090920,12.0631689448828
2014-07-25,"30 to 59",10.1428571428571,1782904.34782609,5.6889519368913e-06,2090920,11.8951433838848
2014-07-26,"30 to 59",10,1782976.52173913,5.60859881107459e-06,2090920,11.7271314260521
2014-07-27,"30 to 59",9.85714285714286,1783048.69565217,5.52825219029561e-06,2090920,11.5591330697329
2014-07-28,"30 to 59",9.71428571428572,1783120.86956522,5.44791207376445e-06,2090920,11.3911483132756
2014-07-29,"30 to 59",9.57142857142857,1783193.04347826,5.36757846069135e-06,2090920,11.2231771550288
2014-07-30,"30 to 59",9.42857142857143,1783265.2173913,5.28725135028667e-06,2090920,11.0552195933414
2014-07-31,"30 to 59",9.24489795918367,1783337.39130435,5.1840431341048e-06,2090920,10.8394194699624
2014-08-01,"30 to 59",9.06122448979592,1783409.56521739,5.08084327151816e-06,2090920,10.6236368132828
2014-08-02,"30 to 59",8.87755102040816,1783481.73913043,4.9776517615126e-06,2090920,10.4078716211819
2014-08-03,"30 to 59",8.69387755102041,1783553.91304348,4.87446860307411e-06,2090920,10.1921238915397
2014-08-04,"30 to 59",8.51020408163265,1783626.08695652,4.77129379518887e-06,2090920,9.97639362223631
2014-08-05,"30 to 59",8.3265306122449,1783698.26086957,4.6681273368432e-06,2090920,9.76068081115219
2014-08-06,"30 to 59",8.14285714285714,1783770.43478261,4.56496922702362e-06,2090920,9.54498545616822
2014-08-07,"30 to 59",8.65306122448979,1783842.60869565,4.85079859753822e-06,2090920,10.1426318035646
2014-08-08,"30 to 59",9.16326530612245,1783914.7826087,5.13660483979095e-06,2090920,10.7402297916157
2014-08-09,"30 to 59",9.6734693877551,1783986.95652174,5.42238795658887e-06,2090920,11.3377794261908
2014-08-10,"30 to 59",10.1836734693878,1784059.13043478,5.70814795073858e-06,2090920,11.9352807131583
2014-08-11,"30 to 59",10.6938775510204,1784131.30434783,5.99388482504625e-06,2090920,12.5327336583857
2014-08-12,"30 to 59",11.2040816326531,1784203.47826087,6.27959858231758e-06,2090920,13.1301382677395
2014-08-13,"30 to 59",11.7142857142857,1784275.65217391,6.56528922535783e-06,2090920,13.7274945470852
2014-08-14,"30 to 59",11.3877551020408,1784347.82608696,6.38202649480845e-06,2090920,13.3443068385249
2014-08-15,"30 to 59",11.0612244897959,1784420,6.19877858900703e-06,2090920,12.9611501273266
2014-08-16,"30 to 59",10.734693877551,1784492.17391304,6.0155455061548e-06,2090920,12.5780244097292
2014-08-17,"30 to 59",10.4081632653061,1784564.34782609,5.8323272444533e-06,2090920,12.1949296819723
2014-08-18,"30 to 59",10.0816326530612,1784636.52173913,5.64912380210434e-06,2090920,11.811865940296
2014-08-19,"30 to 59",9.75510204081633,1784708.69565217,5.46593517731004e-06,2090920,11.4288331809411
2014-08-20,"30 to 59",9.42857142857143,1784780.86956522,5.28276136827278e-06,2090920,11.0458314001489
2014-08-21,"30 to 59",10.0204081632653,1784853.04347826,5.61413624493021e-06,2090920,11.7387097572495
2014-08-22,"30 to 59",10.6122448979592,1784925.2173913,5.94548432312987e-06,2090920,12.4315320809187
2014-08-23,"30 to 59",11.2040816326531,1784997.39130435,6.27680560612244e-06,2090920,13.1242983779535
2014-08-24,"30 to 59",11.7959183673469,1785069.56521739,6.60810009715806e-06,2090920,13.8170086551497
2014-08-25,"30 to 59",12.3877551020408,1785141.73913043,6.93936779948636e-06,2090920,14.509662919302
2014-08-26,"30 to 59",12.9795918367347,1785213.91304348,7.27060871635644e-06,2090920,15.202261177204
2014-08-27,"30 to 59",13.5714285714286,1785286.08695652,7.60182285101687e-06,2090920,15.8948034356482
2014-08-28,"30 to 59",12.8367346938776,1785358.26086957,7.19000492798872e-06,2090920,15.0337251040302
2014-08-29,"30 to 59",12.1020408163265,1785430.43478261,6.77822029946524e-06,2090920,14.1727163885579
2014-08-30,"30 to 59",11.3673469387755,1785502.60869565,6.36646896140891e-06,2090920,13.3117772807891
2014-08-31,"30 to 59",10.6326530612245,1785574.7826087,5.95475090978288e-06,2090920,12.4509077722832
2014-09-01,"30 to 59",9.89795918367347,1785646.95652174,5.54306614055093e-06,2090920,11.5901078546007
2014-09-02,"30 to 59",9.16326530612245,1785719.13043478,5.13141464967752e-06,2090920,10.7293775193037
2014-09-03,"30 to 59",8.42857142857143,1785791.30434783,4.71979643312775e-06,2090920,9.86871675795548
2014-09-04,"30 to 59",8.83673469387755,1785863.47826087,4.94815802072566e-06,2090920,10.3462025686957
2014-09-05,"30 to 59",9.24489795918367,1785935.65217391,5.17650115105234e-06,2090920,10.8236497867584
2014-09-06,"30 to 59",9.6530612244898,1786007.82608696,5.40482582634541e-06,2090920,11.3010584168221
2014-09-07,"30 to 59",10.0612244897959,1786080,5.63313204884211e-06,2090920,11.7784284635649
2014-09-08,"30 to 59",10.469387755102,1786152.17391304,5.86141982077935e-06,2090920,12.255759931664
2014-09-09,"30 to 59",10.8775510204082,1786224.34782609,6.08968914439366e-06,2090920,12.7330528257956
2014-09-10,"30 to 59",11.2857142857143,1786296.52173913,6.3179400219212e-06,2090920,13.2103071506355
2014-09-11,"30 to 59",11.3877551020408,1786368.69565217,6.37480668450884e-06,2090920,13.3292107927732
2014-09-12,"30 to 59",11.4897959183673,1786440.86956522,6.43166875216179e-06,2090920,13.4481048272701
2014-09-13,"30 to 59",11.5918367346939,1786513.04347826,6.48852622543695e-06,2090920,13.5669892552906
2014-09-14,"30 to 59",11.6938775510204,1786585.2173913,6.54537910489112e-06,2090920,13.6858640779989
2014-09-15,"30 to 59",11.7959183673469,1786657.39130435,6.60222739108103e-06,2090920,13.8047292965591
2014-09-16,"30 to 59",11.8979591836735,1786729.56521739,6.65907108456329e-06,2090920,13.9235849121351
2014-09-17,"30 to 59",12,1786801.73913043,6.71591018589445e-06,2090920,14.0424309258904
2014-09-18,"30 to 59",11.6734693877551,1786873.91304348,6.5329004483995e-06,2090920,13.6597722055675
2014-09-19,"30 to 59",11.3469387755102,1786946.08695652,6.3499054942592e-06,2090920,13.2771443960565
2014-09-20,"30 to 59",11.0204081632653,1787018.26086957,6.16692532168237e-06,2090920,12.8945474936121
2014-09-21,"30 to 59",10.6938775510204,1787090.43478261,5.98395992887806e-06,2090920,12.5119814944897
2014-09-22,"30 to 59",10.3673469387755,1787162.60869565,5.80100931405567e-06,2090920,12.1294463949453
2014-09-23,"30 to 59",10.0408163265306,1787234.7826087,5.61807347542485e-06,2090920,11.7469421912353
2014-09-24,"30 to 59",9.71428571428571,1787306.95652174,5.43515241119555e-06,2090920,11.364468879617
2014-09-25,"30 to 59",9.71428571428571,1787379.13043478,5.43493294112856e-06,2090920,11.3640099852645
2014-09-26,"30 to 59",9.71428571428571,1787451.30434783,5.43471348878513e-06,2090920,11.3635511279706
2014-09-27,"30 to 59",9.71428571428571,1787523.47826087,5.43449405416314e-06,2090920,11.3630923077308
2014-09-28,"30 to 59",9.71428571428571,1787595.65217391,5.43427463726043e-06,2090920,11.3626335245406
2014-09-29,"30 to 59",9.71428571428571,1787667.82608696,5.43405523807485e-06,2090920,11.3621747783955
2014-09-30,"30 to 59",9.71428571428571,1787740,5.43383585660427e-06,2090920,11.361716069291
2014-10-01,"30 to 59",9.71428571428571,1787824.02173913,5.43358048452443e-06,2090920,11.3611821067018
2014-10-02,"30 to 59",9.75510204081633,1787908.04347826,5.45615423365868e-06,2090920,11.4083820102416
2014-10-03,"30 to 59",9.79591836734694,1787992.06521739,5.4787258612112e-06,2090920,11.4555774777237
2014-10-04,"30 to 59",9.83673469387755,1788076.08695652,5.50129536748105e-06,2090920,11.5027685097735
2014-10-05,"30 to 59",9.87755102040816,1788160.10869565,5.52386275276726e-06,2090920,11.5499551070161
2014-10-06,"30 to 59",9.91836734693877,1788244.13043478,5.54642801736879e-06,2090920,11.5971372700768
2014-10-07,"30 to 59",9.95918367346939,1788328.15217391,5.56899116158457e-06,2090920,11.6443149995804
2014-10-08,"30 to 59",10,1788412.17391304,5.59155218571344e-06,2090920,11.6914882961519
2014-10-09,"30 to 59",9.77551020408163,1788496.19565217,5.4657707563739e-06,2090920,11.4284893899173
2014-10-10,"30 to 59",9.55102040816327,1788580.2173913,5.3400011446474e-06,2090920,11.1655151933661
2014-10-11,"30 to 59",9.3265306122449,1788664.23913043,5.21424334886855e-06,2090920,10.9025657030162
2014-10-12,"30 to 59",9.10204081632653,1788748.26086957,5.08849736737228e-06,2090920,10.6396409153861
2014-10-13,"30 to 59",8.87755102040816,1788832.2826087,4.96276319849384e-06,2090920,10.3767408269947
2014-10-14,"30 to 59",8.6530612244898,1788916.30434783,4.83704084056878e-06,2090920,10.1138654343621
2014-10-15,"30 to 59",8.42857142857143,1789000.32608696,4.71133029193296e-06,2090920,9.85101473400847
2014-10-16,"30 to 59",8.73469387755102,1789084.34782609,4.88221468605688e-06,2090920,10.2083203313701
2014-10-17,"30 to 59",9.04081632653061,1789168.36956522,5.05308303026149e-06,2090920,10.5655923696343
2014-10-18,"30 to 59",9.3469387755102,1789252.39130435,5.22393532680785e-06,2090920,10.9228308535291
2014-10-19,"30 to 59",9.6530612244898,1789336.41304348,5.39477157795662e-06,2090920,11.280035787781
2014-10-20,"30 to 59",9.95918367346939,1789420.43478261,5.56559178596801e-06,2090920,11.6372071771162
2014-10-21,"30 to 59",10.265306122449,1789504.45652174,5.73639595310182e-06,2090920,11.9943450262597
2014-10-22,"30 to 59",10.5714285714286,1789588.47826087,5.90718408161743e-06,2090920,12.3514493399355
2014-10-23,"30 to 59",10.6734693877551,1789672.5,5.96392322492249e-06,2090920,12.4700863494549
2014-10-24,"30 to 59",10.7755102040816,1789756.52173913,6.02065704088673e-06,2090920,12.5887122199309
2014-10-25,"30 to 59",10.8775510204082,1789840.54347826,6.07738553026038e-06,2090920,12.707326952932
2014-10-26,"30 to 59",10.9795918367347,1789924.56521739,6.13410869379358e-06,2090920,12.8259305500269
2014-10-27,"30 to 59",11.0816326530612,1790008.58695652,6.19082653223629e-06,2090920,12.9445230127835
2014-10-28,"30 to 59",11.1836734693878,1790092.60869565,6.24753904633835e-06,2090920,13.0631043427698
2014-10-29,"30 to 59",11.2857142857143,1790176.63043478,6.30424623684944e-06,2090920,13.1816745415532
2014-10-30,"30 to 59",10.8979591836735,1790260.65217391,6.08735893873335e-06,2090920,12.7281805521763
2014-10-31,"30 to 59",10.5102040816327,1790344.67391304,5.8704919978683e-06,2090920,12.2747291281828
2014-11-01,"30 to 59",10.1224489795918,1790428.69565217,5.65364541138829e-06,2090920,11.82132026358
2014-11-02,"30 to 59",9.73469387755102,1790512.7173913,5.43681917642787e-06,2090920,11.3679539523766
2014-11-03,"30 to 59",9.3469387755102,1790596.73913043,5.22001329012212e-06,2090920,10.9146301885821
2014-11-04,"30 to 59",8.95918367346939,1790680.76086957,5.00322774960667e-06,2090920,10.4613489662076
2014-11-05,"30 to 59",8.57142857142857,1790764.7826087,4.78646255201766e-06,2090920,10.0081102792648
2014-11-06,"30 to 59",8.55102040816326,1790848.80434783,4.77484217953134e-06,2090920,9.98381301002567
2014-11-07,"30 to 59",8.53061224489796,1790932.82608696,4.76322289738619e-06,2090920,9.95951802060274
2014-11-08,"30 to 59",8.51020408163265,1791016.84782609,4.75160470542878e-06,2090920,9.93522531067514
2014-11-09,"30 to 59",8.48979591836735,1791100.86956522,4.73998760350567e-06,2090920,9.91093487992207
2014-11-10,"30 to 59",8.46938775510204,1791184.89130435,4.72837159146346e-06,2090920,9.88664672802277
2014-11-11,"30 to 59",8.44897959183674,1791268.91304348,4.71675666914879e-06,2090920,9.86236085465659
2014-11-12,"30 to 59",8.42857142857143,1791352.93478261,4.70514283640833e-06,2090920,9.8380772595029
2014-11-13,"30 to 59",8.57142857142857,1791436.95652174,4.78466659975068e-06,2090920,10.0043550867507
2014-11-14,"30 to 59",8.71428571428572,1791520.97826087,4.86418290381682e-06,2090920,10.1706173172487
2014-11-15,"30 to 59",8.85714285714286,1791605,4.94369174965623e-06,2090920,10.3368639531912
2014-11-16,"30 to 59",9,1791689.02173913,5.02319313831817e-06,2090920,10.5030949967722
2014-11-17,"30 to 59",9.14285714285714,1791773.04347826,5.10268707085171e-06,2090920,10.6693104501853
2014-11-18,"30 to 59",9.28571428571429,1791857.06521739,5.18217354830572e-06,2090920,10.8355103156234
2014-11-19,"30 to 59",9.42857142857143,1791941.08695652,5.26165257172888e-06,2090920,11.0016945952794
2014-11-20,"30 to 59",9.3265306122449,1792025.10869565,5.20446424940627e-06,2090920,10.8821183883685
2014-11-21,"30 to 59",9.22448979591837,1792109.13043478,5.14728128954983e-06,2090920,10.7625533939455
2014-11-22,"30 to 59",9.12244897959184,1792193.15217391,5.09010369140536e-06,2090920,10.6429996104333
2014-11-23,"30 to 59",9.02040816326531,1792277.17391304,5.03293145421878e-06,2090920,10.5234570362551
2014-11-24,"30 to 59",8.91836734693877,1792361.19565217,4.97576457723618e-06,2090920,10.4039256698347
2014-11-25,"30 to 59",8.81632653061224,1792445.2173913,4.91860305970376e-06,2090920,10.2844055095958
2014-11-26,"30 to 59",8.71428571428571,1792529.23913043,4.86144690086788e-06,2090920,10.1648965539627
2014-11-27,"30 to 59",9.14285714285714,1792613.26086957,5.10029538575549e-06,2090920,10.6643096279839
2014-11-28,"30 to 59",9.57142857142857,1792697.2826087,5.3391214815144e-06,2090920,11.1636758881281
2014-11-29,"30 to 59",10,1792781.30434783,5.57792519129252e-06,2090920,11.6629953409774
2014-11-30,"30 to 59",10.4285714285714,1792865.32608696,5.81670651823718e-06,2090920,12.1622679931125
2014-12-01,"30 to 59",10.8571428571429,1792949.34782609,6.05546546549511e-06,2090920,12.661493851113
2014-12-02,"30 to 59",11.2857142857143,1793033.36956522,6.29420203621246e-06,2090920,13.1606729215574
2014-12-03,"30 to 59",11.7142857142857,1793117.39130435,6.53291623353478e-06,2090920,13.6598052110225
2014-12-04,"30 to 59",11.6326530612245,1793201.41304348,6.48708671352271e-06,2090920,13.5639793510389
2014-12-05,"30 to 59",11.5510204081633,1793285.43478261,6.44126148805951e-06,2090920,13.4681624706134
2014-12-06,"30 to 59",11.469387755102,1793369.45652174,6.39544055654157e-06,2090920,13.3723545684839
2014-12-07,"30 to 59",11.3877551020408,1793453.47826087,6.34962391836539e-06,2090920,13.2765556433886
2014-12-08,"30 to 59",11.3061224489796,1793537.5,6.30381157292758e-06,2090920,13.1807656940657
2014-12-09,"30 to 59",11.2244897959184,1793621.52173913,6.25800351962486e-06,2090920,13.084984719254
2014-12-10,"30 to 59",11.1428571428571,1793705.54347826,6.21219975785406e-06,2090920,12.9892127176922
2014-12-11,"30 to 59",11.2040816326531,1793789.56521739,6.24604014311747e-06,2090920,13.0599702560472
2014-12-12,"30 to 59",11.265306122449,1793873.58695652,6.27987735833808e-06,2090920,13.1307211660963
2014-12-13,"30 to 59",11.3265306122449,1793957.60869565,6.31371140396131e-06,2090920,13.2014654487708
2014-12-14,"30 to 59",11.3877551020408,1794041.63043478,6.34754228043249e-06,2090920,13.2722031050019
2014-12-15,"30 to 59",11.4489795918367,1794125.65217391,6.38136998819686e-06,2090920,13.3429341357206
2014-12-16,"30 to 59",11.5102040816327,1794209.67391304,6.41519452769961e-06,2090920,13.4136585418577
2014-12-17,"30 to 59",11.5714285714286,1794293.69565217,6.4490158993858e-06,2090920,13.4843763243438
2014-12-18,"30 to 59",11.3877551020408,1794377.7173913,6.34635338572779e-06,2090920,13.269717221286
2014-12-19,"30 to 59",11.2040816326531,1794461.73913043,6.24370048596431e-06,2090920,13.0550782201125
2014-12-20,"30 to 59",11.0204081632653,1794545.76086957,6.14105719874497e-06,2090920,12.8404593179998
2014-12-21,"30 to 59",10.8367346938776,1794629.7826087,6.03842352271962e-06,2090920,12.6258605121249
2014-12-22,"30 to 59",10.6530612244898,1794713.80434783,5.9357994565384e-06,2090920,12.4112817996653
2014-12-23,"30 to 59",10.469387755102,1794797.82608696,5.83318499885168e-06,2090920,12.196723177799
2014-12-24,"30 to 59",10.2857142857143,1794881.84782609,5.73058014831008e-06,2090920,11.9821846437045
2014-12-25,"30 to 59",10.5510204081633,1794965.86956522,5.87811756594512e-06,2090920,12.290673580986
2014-12-26,"30 to 59",10.8163265306122,1795049.89130435,6.02564117187446e-06,2090920,12.5991336390957
2014-12-27,"30 to 59",11.0816326530612,1795133.91304348,6.17315096803746e-06,2090920,12.9075648220889
2014-12-28,"30 to 59",11.3469387755102,1795217.93478261,6.32064695637316e-06,2090920,13.2159671340198
2014-12-29,"30 to 59",11.6122448979592,1795301.95652174,6.4681291388202e-06,2090920,13.5243405789419
2014-12-30,"30 to 59",11.8775510204082,1795385.97826087,6.61559751731689e-06,2090920,13.8326851609082
2014-12-31,"30 to 59",12.1428571428571,1795470,6.76305209380115e-06,2090920,14.1410008839707
2015-01-01,"30 to 59",11.6938775510204,1795549.44444444,6.51270149491126e-06,2090920,13.6175378097398
2015-01-02,"30 to 59",11.2448979591837,1795628.88888889,6.2623730486659e-06,2090920,13.0941210549165
