"theDate","rawDeath","rawPop","ASM","ASMR","coef1","coef2","expected"
2011-02-10,79.4489795918367,4377763.33333333,110.07282654551,2.08898554895448e-05,144.195209445863,-0.00273162782144073,103.17981770693
2011-02-11,78.8979591836735,4377860,109.293946302384,2.07420379379003e-05,152.242284258206,-0.0032200077617121,103.890647708337
2011-02-12,78.3469387755102,4377956.66666667,108.515197389976,2.0594245310479e-05,158.303525234012,-0.00359983945324185,104.244736164679
2011-02-13,77.7959183673469,4378053.33333333,107.736579775232,2.04464776010082e-05,160.685837684654,-0.00377029887494067,104.063489180795
2011-02-14,77.2448979591837,4378150,106.958093425112,2.02987348032172e-05,161.938567889073,-0.00387168041245245,103.78979977445
2011-02-15,76.6938775510204,4378246.66666667,106.179738306586,2.01510169108376e-05,154.480504856817,-0.00342886774627055,102.978911307833
2011-02-16,76.1428571428571,4378343.33333333,105.401514386634,2.00033239176031e-05,146.861019955148,-0.00297561671170442,102.164281328636
2011-02-17,79.0816326530612,4378440,108.828290903518,2.06536648644041e-05,139.24162333675,-0.00252242480724911,101.349757882254
2011-02-18,82.0204081632653,4378536.66666667,112.255002753451,2.13039935385733e-05,131.81955146475,-0.00206939664034645,100.731005736825
2011-02-19,84.9591836734694,4378633.33333333,115.681649940457,2.19543099408748e-05,128.146980987161,-0.00182118399994778,100.785512571946
2011-02-20,87.8979591836735,4378730,119.108232468563,2.26046140720723e-05,124.823171360964,-0.00159284086486622,100.890737366349
2011-02-21,90.8367346938775,4378826.66666667,122.534750341793,2.32549059329297e-05,117.307259535907,-0.00110836819812259,100.652918990917
2011-02-22,93.7755102040816,4378923.33333333,125.961203564172,2.39051855242108e-05,111.70355779803,-0.00075260428880452,100.394173150164
2011-02-23,96.7142857142857,4379020,129.387592139723,2.45554528466794e-05,106.832483233224,-0.000444474559648864,100.152919550821
2011-02-24,93.3673469387755,4379116.66666667,125.361456313884,2.37913642135209e-05,101.961803530686,-0.000136408493706216,99.9117202787749
2011-02-25,90.0204081632653,4379213.33333333,121.335474814145,2.30273048686984e-05,96.7889722936998,0.000171754406636228,99.3704410254423
2011-02-26,86.6734693877551,4379310,117.309647614667,2.2263274807308e-05,87.8644147430818,0.000684680745442013,98.1558510278207
2011-02-27,83.3265306122449,4379406.66666667,113.283974689618,2.14992740244473e-05,79.8863966834345,0.00114373335090613,97.0789964142555
2011-02-28,79.9795918367347,4379503.33333333,109.258456013173,2.07353025152154e-05,76.4275648917449,0.00132670449594063,96.3719135792204
2011-03-01,76.6326530612245,4379600,105.233091559515,1.99713602747125e-05,73.0882649450473,0.00151738675208985,95.9006573759661
2011-03-02,73.2857142857143,4379696.66666667,101.207881302835,1.92074472980405e-05,68.2863576712344,0.00180301375705763,95.3946695085958
2011-03-03,73.4897959183673,4379793.33333333,101.47319467812,1.92577990355499e-05,63.4847599803871,0.00208858825966737,94.8887730527456
2011-03-04,73.6938775510204,4379890,101.738483879102,1.93081461852087e-05,58.7294946344384,0.00237408586413525,94.42862377344
2011-03-05,73.8979591836735,4379986.66666667,102.003748910631,1.93584887479373e-05,55.4703872052011,0.00257790491856807,94.2369213706277
2011-03-06,74.1020408163265,4380083.33333333,102.268989777557,1.94088267246558e-05,54.9926181048495,0.00262363346146719,94.4494417318546
2011-03-07,74.3061224489796,4380180,102.534206484726,1.94591601162844e-05,50.4871407812056,0.00291525954669384,94.332644363481
2011-03-08,74.5102040816327,4380276.66666667,102.799399036985,1.95094889237426e-05,47.6978490554808,0.00310326311440338,94.3740295592222
2011-03-09,74.7142857142857,4380373.33333333,103.064567439178,1.955981314795e-05,47.0257144098065,0.00315384071285285,94.4657864125391
2011-03-10,75.3265306122449,4380470,103.892195606296,1.97168821844485e-05,46.3535331830567,0.00320441447673577,94.5575401565929
2011-03-11,75.9387755102041,4380566.66666667,104.719665459731,1.9873921175839e-05,45.8133771286041,0.0032549143522542,94.7803086439162
2011-03-12,76.5510204081633,4380663.33333333,105.546977043314,2.00309301304399e-05,46.1289150022256,0.00325873064646528,95.1565175782958
2011-03-13,77.1632653061224,4380760,106.374130400859,2.01879090565663e-05,40.4138045273254,0.00360513040058635,94.6565965345477
2011-03-14,77.7755102040816,4380856.66666667,107.201125576165,2.03448579625303e-05,44.3873676937731,0.0033602138840946,94.9485060077445
2011-03-15,78.3877551020408,4380953.33333333,108.027962613013,2.05017768566411e-05,52.9767252430122,0.00283933824802311,95.7030871992639
2011-03-16,79,4381050,108.854641555171,2.06586657472047e-05,59.778275855588,0.00243450065814311,96.4150762599836
2011-03-17,78.3877551020408,4381146.66666667,108.06416097292,2.05086466584908e-05,66.5800309679561,0.00202969868377854,97.1269961588232
2011-03-18,77.7755102040816,4381243.33333333,107.273805716346,2.0358651354351e-05,73.2970539438979,0.00162497737116122,97.7545883572453
2011-03-19,77.1632653061225,4381340,106.483575749955,2.02086798280489e-05,79.6921670535922,0.00123785632040647,98.3243803883504
2011-03-20,76.5510204081633,4381436.66666667,105.693471038265,2.00587320728507e-05,91.3854962133665,0.000549922499618372,99.6634796001218
2011-03-21,75.9387755102041,4381533.33333333,104.903491545807,1.99088080820251e-05,97.976301618918,0.000173330612398911,100.585620657971
2011-03-22,75.3265306122449,4381630,104.113637237126,1.97589078488435e-05,100.049560723628,4.95986879572349e-05,100.796268970824
2011-03-23,74.7142857142857,4381726.66666667,103.323908076782,1.96090313665797e-05,102.879651414161,-0.000123192456030992,101.024865796158
2011-03-24,75.5714285714286,4381823.33333333,104.420071940155,1.98170636795253e-05,105.709463827572,-0.000295945427005284,101.253413533154
2011-03-25,76.4285714285714,4381920,105.516075669996,2.00250656019881e-05,108.83741731875,-0.000468818520274064,101.777948040463
2011-03-26,77.2857142857143,4382016.66666667,106.611919308773,2.02330371420279e-05,112.097413874429,-0.000648868271622737,102.326106572063
2011-03-27,78.1428571428571,4382113.33333333,107.707602898943,2.04409783077018e-05,112.175815237869,-0.000648302561759779,102.412378657767
2011-03-28,79,4382210,108.803126482942,2.0648889107064e-05,112.387050238281,-0.00065583825074256,102.509470343847
2011-03-29,79.8571428571429,4382306.66666667,109.898490103194,2.08567695481657e-05,107.566815077599,-0.000357051156644176,102.188910556224
2011-03-30,80.7142857142857,4382403.33333333,110.993693802109,2.10646196390551e-05,102.636517112614,-5.11698468238699e-05,101.865745709906
2011-03-31,80.8571428571428,4382500,111.246616973094,2.11126199371999e-05,97.7060438364575,0.000254682884633355,101.542586810574
2011-04-01,81,4382515.38461538,111.502060092635,2.11610984765495e-05,92.3598250634902,0.000561657767615369,100.821199332616
2011-04-02,81.1428571428571,4382530.76923077,111.757443791989,2.12095657390096e-05,85.4930351724658,0.00095143164396836,99.8273043204931
2011-04-03,81.2857142857143,4382546.15384615,112.01276808271,2.12580217267726e-05,78.3379117966608,0.00135752067550367,98.7916758144747
2011-04-04,81.4285714285714,4382561.53846154,112.268032976346,2.13064664420304e-05,70.4245766951997,0.00180977573396858,97.6942774546383
2011-04-05,81.5714285714286,4382576.92307692,112.523238484444,2.13548998869741e-05,69.2591927013714,0.00187241693485217,97.4746434926588
2011-04-06,81.7142857142857,4382592.30769231,112.778384618546,2.14033220637945e-05,69.2079621046073,0.00186287774976519,97.2815297935687
2011-04-07,80.6326530612245,4382607.69230769,111.214410943339,2.11065078082704e-05,69.157189447777,0.0018533140955844,97.0884861823295
2011-04-08,79.5510204081633,4382623.07692308,109.650635497836,2.08097311732021e-05,69.2245703307548,0.00184366355207489,97.0122673876276
2011-04-09,78.469387755102,4382638.46153846,108.087058243568,2.05129921512882e-05,69.735541829703,0.00180985292810627,97.0154550150488
2011-04-10,77.3877551020408,4382653.84615385,106.523679142071,2.02162907352295e-05,81.8192807548704,0.00111966848812056,98.6971635447996
2011-04-11,76.3061224489796,4382669.23076923,104.960498154896,1.99196269177288e-05,89.9506856069858,0.000670352193651261,100.056244926279
2011-04-12,75.2244897959184,4382684.61538462,103.397515243603,1.96230006914907e-05,89.7633120268699,0.000718463187084511,100.594863035356
2011-04-13,74.1428571428571,4382700,101.834730369761,1.93264120492221e-05,87.7969972839907,0.000881753304570666,101.091191857003
2011-04-14,75.1632653061225,4382715.38461538,103.234454584587,1.95920546922848e-05,85.8304935726533,0.00104503010168773,101.587457445901
2011-04-15,76.1836734693878,4382730.76923077,104.634035503432,1.9857670140331e-05,84.0053124011131,0.00120821851984662,102.22403946188
2011-04-16,77.2040816326531,4382746.15384615,106.03347315351,2.01232583985255e-05,83.6949307105018,0.00128891221635179,103.131726933087
2011-04-17,78.2244897959184,4382761.53846154,107.432767562027,2.03888194720313e-05,68.0618961153855,0.00223830633999793,101.817794028894
2011-04-18,79.2448979591837,4382776.92307692,108.831918756181,2.06543533660103e-05,63.8563323200983,0.0024916833972222,101.435901317004
2011-04-19,80.265306122449,4382792.30769231,110.230926763166,2.09198600856232e-05,68.4293222275331,0.00220736192802158,101.722962187883
2011-04-20,81.2857142857143,4382807.69230769,111.629791610165,2.11853396360291e-05,72.3459648972441,0.00196555652335476,101.994419495527
2011-04-21,81.1836734693878,4382823.07692308,111.537539879282,2.11678319060355e-05,76.2626023715135,0.00172378155821276,102.265847177153
2011-04-22,81.0816326530612,4382838.46153846,111.445270196465,2.11503207690855e-05,79.9583855751774,0.00148215416799582,102.318163353562
2011-04-23,80.9795918367347,4382853.84615385,111.352982570034,2.11328062267582e-05,82.8646840375485,0.00128352388778878,102.229208932618
2011-04-24,80.8775510204082,4382869.23076923,111.260677008305,2.11152882806318e-05,92.1594657153291,0.000722869805093549,103.066125334581
2011-04-25,80.7755102040816,4382884.61538462,111.16835351959,2.10977669322839e-05,94.946330819121,0.000558429647978547,103.372475777469
2011-04-26,80.6734693877551,4382900,111.076012112199,2.10802421832914e-05,93.7527641512096,0.000625232048697601,103.187515766056
2011-04-27,80.5714285714286,4382915.38461538,110.983652794437,2.10627140352306e-05,93.7926943087982,0.000612230181181982,103.031859973015
2011-04-28,81.3469387755102,4382930.76923077,112.045918978423,2.12643131743761e-05,93.8330451669204,0.000599206040788705,102.876262734504
2011-04-29,82.1224489795918,4382946.15384615,113.108076020269,2.1465891600294e-05,94.1369488269183,0.000586020068685966,102.981749723596
2011-04-30,82.8979591836735,4382961.53846154,114.170123937609,2.16674493163307e-05,96.1272432806442,0.000481089921289221,103.388814552584
2011-05-01,83.6734693877551,4382976.92307692,115.232062748072,2.18689863258317e-05,98.0576214980015,0.000379563480307164,103.787132233238
2011-05-02,84.4489795918367,4382992.30769231,116.293892469283,2.20705026321422e-05,96.3176411872571,0.00050137150188687,103.886345379741
2011-05-03,85.2244897959184,4383007.69230769,117.355613118864,2.22719982386062e-05,92.4228820064776,0.000759672634222245,103.891659765331
2011-05-04,86,4383023.07692308,118.417224714431,2.24734731485673e-05,88.9291821743565,0.000992001771373862,103.906424918559
2011-05-05,85.265306122449,4383038.46153846,117.364236071095,2.22736347208485e-05,85.4347838602302,0.00122434151737541,103.921116431082
2011-05-06,84.530612244898,4383053.84615385,116.311377289208,2.20738209385121e-05,81.8467839647271,0.00145674114059691,103.84357518774
2011-05-07,83.7959183673469,4383069.23076923,115.258648341878,2.18740317964546e-05,74.6502482769712,0.00188535050678444,103.120926279923
2011-05-08,83.0612244897959,4383084.61538462,114.206049202222,2.16742672895737e-05,72.1082680028405,0.00205033494275546,103.072426308333
2011-05-09,82.3265306122449,4383100,113.153579843363,2.1474527412769e-05,77.7531001206372,0.00171738060201787,103.690699352913
2011-05-10,81.5918367346939,4383115.38461538,112.101240238432,2.12748121609413e-05,87.1721095625256,0.00117406653038191,104.905210437414
2011-05-11,80.8571428571429,4383130.76923077,111.049030360569,2.10751215289927e-05,96.6934995572684,0.000624200534344731,106.122048628546
2011-05-12,80.6122448979592,4383146.15384615,110.764711317468,2.1021162855361e-05,106.215364423734,7.4370100674892e-05,107.338799164529
2011-05-13,80.3673469387755,4383161.53846154,110.480382539351,2.09672023341971e-05,115.502912843054,-0.000475300242152889,108.32255208485
2011-05-14,80.1224489795918,4383176.92307692,110.19604403253,2.09132399666989e-05,125.760418430855,-0.0010776349340692,109.479509846938
2011-05-15,79.8775510204082,4383192.30769231,109.911695803315,2.08592757540641e-05,132.198492174502,-0.00146370098945586,110.083433924813
2011-05-16,79.6326530612245,4383207.69230769,109.627337858012,2.08053096974895e-05,126.288638821343,-0.00109904509815658,109.682067388197
2011-05-17,79.3877551020408,4383223.07692308,109.342970202925,2.07513417981715e-05,122.606638036674,-0.000879584148104119,109.315241974673
2011-05-18,79.1428571428571,4383238.46153846,109.058592844357,2.0697372057306e-05,116.382156565709,-0.000495889525860911,108.888274050899
2011-05-19,79.5714285714286,4383253.84615385,109.582935691908,2.07968829598245e-05,110.157815816776,-0.000112249658242567,108.461386731756
2011-05-20,80,4383269.23076923,110.107263081313,2.08963909286634e-05,104.184435181981,0.000271202434062792,108.283388770406
2011-05-21,80.4285714285714,4383284.61538462,110.631575013306,2.09958959639615e-05,100.264837529422,0.000543003473719563,108.472335034694
2011-05-22,80.8571428571429,4383300,111.155871488618,2.10953980658578e-05,96.5617519388926,0.000802517268170053,108.692602964551
2011-05-23,81.2857142857143,4383315.38461538,111.680152507983,2.11948972344915e-05,98.0632918529781,0.00074572360317493,109.336395562173
2011-05-24,81.7142857142857,4383330.76923077,112.204418072134,2.12943934700018e-05,90.021141910668,0.00126545107533826,109.152231267632
2011-05-25,82.1428571428571,4383346.15384615,112.728668181806,2.13938867725282e-05,84.1154818111908,0.00164714494959882,109.018666304175
2011-05-26,81.469387755102,4383361.53846154,111.888253520018,2.12343910878345e-05,78.2097809617532,0.00202879218863336,108.88511885389
2011-05-27,80.7959183673469,4383376.92307692,111.047860540449,2.10748995180387e-05,72.1946938287644,0.00241045079891561,108.643120359167
2011-05-28,80.1224489795918,4383392.30769231,110.207489238585,2.09154120622836e-05,66.6217114906553,0.00276804676308862,108.480114642081
2011-05-29,79.4489795918367,4383407.69230769,109.367139609909,2.07559287197125e-05,54.8152649468911,0.00347816322411562,107.415527385192
2011-05-30,78.7755102040816,4383423.07692308,108.526811649908,2.05964494894686e-05,45.8027768240491,0.00401848214457563,106.578300778611
2011-05-31,78.1020408163265,4383438.46153846,107.686505354068,2.04369743706953e-05,47.0575006337143,0.00393025935327644,106.502673352021
2011-06-01,77.4285714285714,4383453.84615385,106.846220717876,2.02775033625362e-05,49.2508661438917,0.00378146132013903,106.449250072315
2011-06-02,77.8367346938776,4383469.23076923,107.403929599757,2.03833465421235e-05,51.4440679665075,0.00363269300223618,106.395815011334
2011-06-03,78.2448979591837,4383484.61538462,107.961581147833,2.0489178840779e-05,53.95696260319,0.0034837847421423,106.659658182319
2011-06-04,78.6530612244898,4383500,108.519175376773,2.0595000261287e-05,54.5168809164435,0.00344093880216517,106.5748440544
2011-06-05,79.0612244897959,4383515.38461538,109.076712301246,2.07008108064309e-05,56.8840146738444,0.0032959233526322,106.75133499917
2011-06-06,79.469387755102,4383530.76923077,109.634191935911,2.08066104789933e-05,61.9841342748183,0.0029849890877575,107.150004161677
2011-06-07,79.8775510204082,4383546.15384615,110.191614295428,2.09123992817559e-05,57.9825156461288,0.00322067129399121,106.717713666804
2011-06-08,80.2857142857143,4383561.53846154,110.748979394449,2.10181772174997e-05,51.0100375958043,0.00364799724336665,106.215179879672
2011-06-09,80.6326530612245,4383576.92307692,111.129792445626,2.10904487295275e-05,44.0373172363434,0.00407528416996146,105.71266786454
2011-06-10,80.9795918367347,4383592.30769231,111.510630074551,2.11627249059726e-05,36.5088164112093,0.00450282673246285,104.659099007035
2011-06-11,81.3265306122449,4383607.69230769,111.891492271522,2.12350057449939e-05,29.8811700713342,0.00488142475912273,103.766415225416
2011-06-12,81.6734693877551,4383623.07692308,112.27237902684,2.13072912447507e-05,30.1074606719027,0.00487262659662146,103.864409464962
2011-06-13,82.0204081632653,4383638.46153846,112.653290330813,2.13795814034033e-05,25.2624594223482,0.00517160786098172,103.55025922189
2011-06-14,82.3673469387755,4383653.84615385,113.034226173749,2.14518762191129e-05,36.3039245254964,0.00455374460980828,105.243064173384
2011-06-15,82.7142857142857,4383669.23076923,113.415186545965,2.15241756900411e-05,49.0841334607547,0.00382382299431829,106.976813594734
2011-06-16,82.7755102040816,4383684.61538462,113.52903392675,2.15457818884745e-05,61.8645404669398,0.00309397418713684,108.710403634379
2011-06-17,82.8367346938776,4383700,113.642846944715,2.15673815654586e-05,74.999831063629,0.00236401005463988,110.795671310986
2011-06-18,82.8979591836735,4383715.38461538,113.75662560711,2.15889747223695e-05,86.6857719379471,0.00171276401194216,112.622157370787
2011-06-19,82.9591836734694,4383730.76923077,113.870369921182,2.16105613605826e-05,96.6241853854129,0.00116031354759616,114.195973750209
2011-06-20,83.0204081632653,4383746.15384615,113.984079894177,2.1632141481473e-05,104.436520838316,0.000736902663450817,115.596911676278
2011-06-21,83.0816326530612,4383761.53846154,114.097755533339,2.16537150864152e-05,92.3326320031812,0.00144869801607348,114.27461215463
2011-06-22,83.1428571428571,4383776.92307692,114.211396845907,2.16752821767834e-05,81.8534277119593,0.0020556839268108,112.990872151362
2011-06-23,83.530612244898,4383792.30769231,114.681981956855,2.17645908215394e-05,71.3742757469118,0.00266259721185707,111.707298312123
2011-06-24,83.9183673469388,4383807.69230769,115.152553043183,2.18538968046731e-05,60.7710776230158,0.00326950370575374,110.300789261479
2011-06-25,84.3061224489796,4383823.07692308,115.623110107877,2.19432001267511e-05,51.9736415931367,0.00377840315947613,109.2164494592
2011-06-26,84.6938775510204,4383838.46153846,116.093653153921,2.20325007883399e-05,41.3396307086343,0.0043909572523672,107.86702403925
2011-06-27,85.0816326530612,4383853.84615385,116.564182184299,2.21217987900059e-05,36.8988703590847,0.00462788928179482,107.02064875684
2011-06-28,85.469387755102,4383869.23076923,117.034697201996,2.22110941323153e-05,50.6991652384588,0.0038178737176987,108.551405682747
2011-06-29,85.8571428571428,4383884.61538462,117.505198209995,2.23003868158344e-05,61.7455636878864,0.00318538900024501,110.016948597599
2011-06-30,85.7755102040816,4383900,117.50004767286,2.22994093359257e-05,72.7920129863318,0.00255297370452432,111.482329478398
2011-07-01,85.6938775510204,4383988.04347826,117.49599372819,2.22986399696709e-05,83.9098076637803,0.00191934008525651,112.999325995928
2011-07-02,85.6122448979592,4384076.08695652,117.491834713162,2.22978506629397e-05,95.0727644034222,0.00128335235100365,114.524535987585
2011-07-03,85.530612244898,4384164.13043478,117.487570657527,2.22970414213783e-05,107.160115180182,0.00059525884283596,116.18304871989
2011-07-04,85.4489795918367,4384252.17391304,117.483201591026,2.22962122506311e-05,111.411364857084,0.000382215525474928,117.205370007758
2011-07-05,85.3673469387755,4384340.2173913,117.47872754339,2.22953631563407e-05,111.307715540841,0.000430340471055797,117.831677082047
2011-07-06,85.2857142857143,4384428.26086957,117.474148544342,2.22944941441475e-05,114.042590755871,0.000295650073918809,118.524941526554
2011-07-07,84.8571428571429,4384516.30434783,116.794602060242,2.21655283648831e-05,116.777833576659,0.000160949670862527,119.218152486276
2011-07-08,84.4285714285714,4384604.34782609,116.115218291238,2.20365934660361e-05,119.693404164251,2.6143819693954e-05,120.08982290227
2011-07-09,84,4384692.39130435,115.435997194568,2.19076894394915e-05,122.087849801496,-8.04111384719247e-05,120.868495297708
2011-07-10,83.5714285714286,4384780.43478261,114.756938727489,2.17788162771367e-05,118.83728937496,0.000131565961616775,120.832487182878
2011-07-11,83.1428571428571,4384868.47826087,114.078042847267,2.16499739708622e-05,128.218752768933,-0.000421826371111268,121.821334024659
2011-07-12,82.7142857142857,4384956.52173913,113.399309511186,2.1521162512561e-05,128.008312197663,-0.000417679740968326,121.673363566396
2011-07-13,82.2857142857143,4385044.56521739,112.720738676544,2.13923818941289e-05,122.452222647366,-6.94187348734162e-05,121.399279276806
2011-07-14,83.530612244898,4385132.60869565,114.514690107427,2.17328418180041e-05,116.895775390367,0.000278822265151734,121.125230330453
2011-07-15,84.7755102040816,4385220.65217391,116.30839083533,2.20732541629336e-05,111.049012723992,0.000627197052326407,120.563592007784
2011-07-16,86.0204081632653,4385308.69565217,118.101840918438,2.24136189399601e-05,105.985683589322,0.000933092405357638,120.141628471003
2011-07-17,87.265306122449,4385396.73913043,119.895040414917,2.27539361601225e-05,111.107820287339,0.000664454762411436,121.188927942646
2011-07-18,88.5102040816327,4385484.7826087,121.687989382917,2.30942058344562e-05,110.87087760879,0.000720402859174554,121.801550191045
2011-07-19,89.7551020408163,4385572.82608696,123.480687880565,2.34344279739932e-05,108.829186193523,0.000867246693111902,121.988787514803
2011-07-20,91,4385660.86956522,125.273135965971,2.37746025897615e-05,109.609351319506,0.000832502943176395,122.242583482207
2011-07-21,91.5918367346939,4385748.91304348,126.014800156879,2.39153571997416e-05,110.389348857037,0.000797774071851658,122.496368171458
2011-07-22,92.1836734693878,4385836.95652174,126.75648184018,2.40561151294656e-05,111.220249166487,0.000763032982426918,122.80080074078
2011-07-23,92.7755102040816,4385925,127.498181007293,2.41968763773044e-05,111.5143427997,0.000757367197870525,123.009662128979
2011-07-24,93.3673469387755,4386013.04347826,128.239897649636,2.43376409416299e-05,104.006394902497,0.00119159424886072,122.093604005954
2011-07-25,93.9591836734694,4386101.08695652,128.981631758635,2.44784088208144e-05,94.6307078035431,0.00173883596796631,121.026237797272
2011-07-26,94.5510204081633,4386189.13043478,129.723383325715,2.46191800132306e-05,93.9692507977972,0.00177541528287745,120.92183020716
2011-07-27,95.1428571428571,4386277.17391304,130.465152342306,2.47599545172523e-05,93.6090080791821,0.00179261818589952,120.824537377509
2011-07-28,95.1632653061224,4386365.2173913,130.450937790592,2.47572568493494e-05,93.2489177678243,0.00180980984360654,120.727260623302
2011-07-29,95.1836734693877,4386453.26086957,130.436767363098,2.4754567555435e-05,92.9029063543821,0.00182698287508979,120.643814329746
2011-07-30,95.2040816326531,4386541.30434783,130.422641044937,2.47518866326837e-05,91.3298446436381,0.00191057801391882,120.341971784995
2011-07-31,95.2244897959184,4386629.34782609,130.408558821226,2.47492140782711e-05,91.7742336183235,0.00188046062905918,120.330908731216
2011-08-01,95.2448979591837,4386717.39130435,130.394520677089,2.47465498893739e-05,90.4649856084847,0.00195645985769024,120.177741467226
2011-08-02,95.265306122449,4386805.43478261,130.380526597654,2.47438940631697e-05,92.6613769609539,0.00184821659602388,120.732090621365
